
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100

//Trader 0
<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
		MSFC_SawedoffMosin9130_MULTICAM_BLACK,	W,		1000,		350
		MSFC_SawedoffMosin9130_MULTICAM_TROPIC,	W,		1000,		350
		MSFC_SawedoffMosin9130_SNAKE,	W,		1000,		350
		MSFC_SawedoffMosin9130_SNAKE_GREEN,	W,		1000,		350
		MSFC_SawedoffMosin9130_SURPAT,	W,		1000,		350
		MSFC_SawedoffMosin9130_VIPER_WESTERN,	W,		1000,		350
		MSFC_SawedoffMosin9130_Woodland,	W,		1000,		350
		MSFC_SawedoffMosin9130_SURPAT_TAN,	W,		1000,		350
		MSFC_SawedoffMosin9130_ORANGE,	W,		1000,		350
		MSFC_SawedoffMosin9130_RED,	W,		1000,		350
		MSFC_SawedoffMosin9130_DARK,	W,		1000,		350
		MSFC_SawedoffMosin9130_MATRIX,	W,		1000,		350
		MSFC_SawedoffMosin9130_REDBLACKWHITE,	W,		1000,		350
		MSFC_SawedoffMosin9130_Honeycomb,	W,		1000,		350
		MSFC_SawedoffMosin9130_STAR,	W,		1000,		350
		MSFC_SVD_WHITE,	W,		2500,		400
		MSFC_SVD_ATACS_AU,	W,		2500,		400
		MSFC_SVD_ATACS_FG,	W,		2500,		400
		MSFC_SVD_BLUE,	W,		2500,		400
		MSFC_SVD_EMR,	W,		2500,		400
		MSFC_SVD_Flecktarn,	W,		2500,		400
		MSFC_SVD_HEX,	W,		2500,		400
		MSFC_SVD_MARPAT_WD,	W,		2500,		400
		MSFC_SVD_MULTICAM,	W,		2500,		400
		MSFC_SVD_MULTICAM_BLACK,	W,		2500,		400
		MSFC_SVD_MULTICAM_TROPIC,	W,		2500,		400
		MSFC_SVD_SNAKE,	W,		2500,		400
		MSFC_SVD_SNAKE_GREEN,	W,		2500,		400
		MSFC_SVD_SURPAT,	W,		2500,		400
		MSFC_SVD_VIPER_WESTERN,	W,		2500,		400
		MSFC_SVD_Woodland,	W,		2500,		400
		MSFC_SVD_SURPAT_TAN,	W,		2500,		400
		MSFC_SVD_ORANGE,	W,		2500,		400
		MSFC_SVD_RED,	W,		2500,		400
		MSFC_SVD_DARK,	W,		2500,		400
		MSFC_SVD_MATRIX,	W,		2500,		400
		MSFC_SVD_REDBLACKWHITE,	W,		2500,		400
		MSFC_SVD_Honeycomb,	W,		2500,		400
		MSFC_SVD_STAR,	W,		2500,		400
		//MSFC_SCOUT_WHITE,	W,		2000,		300
		//MSFC_SCOUT_ATACS_AU,	W,		2000,		300
		//MSFC_SCOUT_ATACS_FG,	W,		2000,		300
		//MSFC_SCOUT_BLUE,	W,		2000,		300
		//MSFC_SCOUT_EMR,	W,		2000,		300
		//MSFC_SCOUT_Flecktarn,	W,		2000,		300
		//MSFC_SCOUT_HEX,	W,		2000,		300
		//MSFC_SCOUT_MARPAT_WD,	W,		2000,		300
		//MSFC_SCOUT_MULTICAM,	W,		2000,		300
		//MSFC_SCOUT_MULTICAM_BLACK,	W,		2000,		300
		//MSFC_SCOUT_MULTICAM_TROPIC,	W,		2000,		300
		//MSFC_SCOUT_SNAKE,	W,		2000,		300
		//MSFC_SCOUT_SNAKE_GREEN,	W,		2000,		300
		//MSFC_SCOUT_SURPAT,	W,		2000,		300
		//MSFC_SCOUT_VIPER_WESTERN,	W,		2000,		300
		//MSFC_SCOUT_Woodland,	W,		2000,		300
		//MSFC_SCOUT_SURPAT_TAN,	W,		2000,		300
		//MSFC_SCOUT_ORANGE,	W,		2000,		300
		//MSFC_SCOUT_RED,	W,		2000,		300
		//MSFC_SCOUT_DARK,	W,		2000,		300
		//MSFC_SCOUT_MATRIX,	W,		2000,		300
		//MSFC_SCOUT_REDBLACKWHITE,	W,		2000,		300
		//MSFC_SCOUT_Honeycomb,	W,		2000,		300
		//MSFC_SCOUT_STAR,	W,		2000,		300
		MSFC_Winchester70_WHITE,	W,		1200,		200
		MSFC_Winchester70_ATACS_AU,	W,		1200,		200
		MSFC_Winchester70_ATACS_FG,	W,		1200,		200
		MSFC_Winchester70_BLUE,	W,		1200,		200
		MSFC_Winchester70_EMR,	W,		1200,		200
		MSFC_Winchester70_Flecktarn,	W,		1200,		200
		MSFC_Winchester70_HEX,	W,		1200,		200
		MSFC_Winchester70_MARPAT_WD,	W,		1200,		200
		MSFC_Winchester70_MULTICAM,	W,		1200,		200
		MSFC_Winchester70_MULTICAM_BLACK,	W,		1200,		200
		MSFC_Winchester70_MULTICAM_TROPIC,	W,		1200,		200
		MSFC_Winchester70_SNAKE,	W,		1200,		200
		MSFC_Winchester70_SNAKE_GREEN,	W,		1200,		200
		MSFC_Winchester70_SURPAT,	W,		1200,		200
		MSFC_Winchester70_VIPER_WESTERN,	W,		1200,		200
		MSFC_Winchester70_Woodland,	W,		1200,		200
		MSFC_Winchester70_SURPAT_TAN,	W,		1200,		200
		MSFC_Winchester70_ORANGE,	W,		1200,		200
		MSFC_Winchester70_RED,	W,		1200,		200
		MSFC_Winchester70_DARK,	W,		1200,		200
		MSFC_Winchester70_MATRIX,	W,		1200,		200
		MSFC_Winchester70_REDBLACKWHITE,	W,		1200,		200
		MSFC_Winchester70_Honeycomb,	W,		1200,		200
		MSFC_Winchester70_STAR,	W,		1200,		200
		MSFC_CZ527_WHITE,	W,		650,		200
		MSFC_CZ527_ATACS_AU,	W,		650,		200
		MSFC_CZ527_ATACS_FG,	W,		650,		200
		MSFC_CZ527_BLUE,	W,		650,		200
		MSFC_CZ527_EMR,	W,		650,		200
		MSFC_CZ527_Flecktarn,	W,		650,		200
		MSFC_CZ527_HEX,	W,		650,		200
		MSFC_CZ527_MARPAT_WD,	W,		650,		200
		MSFC_CZ527_MULTICAM,	W,		650,		200
		MSFC_CZ527_MULTICAM_BLACK,	W,		650,		200
		MSFC_CZ527_MULTICAM_TROPIC,	W,		650,		200
		MSFC_CZ527_SNAKE,	W,		650,		200
		MSFC_CZ527_SNAKE_GREEN,	W,		650,		200
		MSFC_CZ527_SURPAT,	W,		650,		200
		MSFC_CZ527_VIPER_WESTERN,	W,		650,		200
		MSFC_CZ527_Woodland,	W,		650,		200
		MSFC_CZ527_SURPAT_TAN,	W,		650,		200
		MSFC_CZ527_ORANGE,	W,		650,		200
		MSFC_CZ527_RED,	W,		650,		200
		MSFC_CZ527_DARK,	W,		650,		200
		MSFC_CZ527_MATRIX,	W,		650,		200
		MSFC_CZ527_REDBLACKWHITE,	W,		650,		200
		MSFC_CZ527_Honeycomb,	W,		650,		200
		MSFC_CZ527_STAR,	W,		650,		200
		MSFC_SVD_Wooden,	W,		2500,		400
        MSFC_AKM_Kryptek_Banshee,	W,		1300,		300
        MSFC_SVD_Kryptek_Banshee,	W,		2500,		400
        MSFC_UMP_Kryptek_Banshee,	W,		850,		200
        MSFC_M4A1_Kryptek_Banshee,	W,		2200,		350
        MSFC_AKM_Kryptek_Neptune,	W,		1300,		300
        MSFC_SVD_Kryptek_Neptune,	W,		2500,		400
        MSFC_UMP_Kryptek_Neptune,	W,		850,		200
        MSFC_M4A1_Kryptek_Neptune,	W,		2200,		350
        MSFC_AKM_Kryptek_Typhon,	W,		1300,		300
        MSFC_SVD_Kryptek_Typhon,	W,		2500,		400
        MSFC_UMP_Kryptek_Typhon,	W,		850,		200
        MSFC_M4A1_Kryptek_Typhon,	W,		2200,		350
        MSFC_AKM_Kryptek_Mandrake,	W,		1300,		300
        MSFC_SVD_Kryptek_Mandrake,	W,		2500,		400
        MSFC_UMP_Kryptek_Mandrake,	W,		850,		200
        MSFC_M4A1_Kryptek_Mandrake,	W,		2200,		350
        MSFC_AKM_Kryptek_Wraith,	W,		1300,		300
        MSFC_SVD_Kryptek_Wraith,	W,		2500,		400
        MSFC_UMP_Kryptek_Wraith,	W,		850,		200
        MSFC_M4A1_Kryptek_Wraith,	W,		2200,		350
        MSFC_AKM_Kryptek_Raid,	W,		1300,		300
        MSFC_SVD_Kryptek_Raid,	W,		2500,		400
        MSFC_UMP_Kryptek_Raid,	W,		850,		200
        MSFC_M4A1_Kryptek_Raid,	W,		2200,		350
        MSFC_AK74_WHITE,	W,		1600,		200
        MSFC_AK74_ATACS_AU,	W,		1600,		200
        MSFC_AK74_ATACS_FG,	W,		1600,		200
        MSFC_AK74_BLUE,	W,		1600,		200
        MSFC_AK74_EMR,	W,		1600,		200
        MSFC_AK74_Flecktarn,	W,		1600,		200
        MSFC_AK74_HEX,	W,		1600,		200
        MSFC_AK74_MARPAT_WD,	W,		1600,		200
        MSFC_AK74_MULTICAM,	W,		1600,		200
        MSFC_AK74_MULTICAM_BLACK,	W,		1600,		200
        MSFC_AK74_MULTICAM_TROPIC,	W,		1600,		200
        MSFC_AK74_SNAKE,	W,		1600,		200
        MSFC_AK74_SNAKE_GREEN,	W,		1600,		200
        MSFC_AK74_SURPAT,	W,		1600,		200
        MSFC_AK74_VIPER_WESTERN,	W,		1600,		200
        MSFC_AK74_Woodland,	W,		1600,		200
        MSFC_AK74_SURPAT_TAN,	W,		1600,		200
        MSFC_AK74_ORANGE,	W,		1600,		200
        MSFC_AK74_RED,	W,		1600,		200
        MSFC_AK74_DARK,	W,		1600,		200
        MSFC_AK74_MATRIX,	W,		1600,		200
        MSFC_AK74_REDBLACKWHITE,	W,		1600,		200
        MSFC_AK74_Honeycomb,	W,		1600,		200
        MSFC_AK74_STAR,	W,		1600,		200
        MSFC_AK101_WHITE,	W,		1800,		250
        MSFC_AK101_ATACS_AU,	W,		1800,		250
        MSFC_AK101_ATACS_FG,	W,		1800,		250
        MSFC_AK101_BLUE,	W,		1800,		250
        MSFC_AK101_EMR,	W,		1800,		250
        MSFC_AK101_Flecktarn,	W,		1800,		250
        MSFC_AK101_HEX,	W,		1800,		250
        MSFC_AK101_MARPAT_WD,	W,		1800,		250
        MSFC_AK101_MULTICAM,	W,		1800,		250
        MSFC_AK101_MULTICAM_BLACK,	W,		1800,		250
        MSFC_AK101_MULTICAM_TROPIC,	W,		1800,		250
        MSFC_AK101_SNAKE,	W,		1800,		250
        MSFC_AK101_SNAKE_GREEN,	W,		1800,		250
        MSFC_AK101_SURPAT,	W,		1800,		250
        MSFC_AK101_VIPER_WESTERN,	W,		1800,		250
        MSFC_AK101_Woodland,	W,		1800,		250
        MSFC_AK101_SURPAT_TAN,	W,		1800,		250
        MSFC_AK101_ORANGE,	W,		1800,		250
        MSFC_AK101_RED,	W,		1800,		250
        MSFC_AK101_DARK,	W,		1800,		250
        MSFC_AK101_MATRIX,	W,		1800,		250
        MSFC_AK101_REDBLACKWHITE,	W,		1800,		250
        MSFC_AK101_Honeycomb,	W,		1800,		250
        MSFC_AK101_STAR,	W,		1800,		250

	//<Category> Light Machine Guns
		
	<Category> Sniper Rifles
		VSS,					W,		1600,	400
		B95,					W,		900,	350
		SVD,					W,		2500,	400
		
    <Catergory> Expansion Weapons
	
		Expansion_M9,           W,		500,	250
        Expansion_G36,          W,		2000,	350
        Expansion_M16,          W,		1800,	350
        Expansion_M1A,          W,		2000,	350				
        Expansion_DT11,         W,		600,	250
        Expansion_BenellieM4,   W,		700,	250
        Expansion_MPX,          W,		700,	250
        Expansion_MP5,          W,		700,	250
        Expansion_MP7,          W,		800,	250
        Expansion_Kedr,         W,		600,	250
		
	<Category> Grenades
		RGD5Grenade,			1,		300,	100
		M67Grenade,				1,		300,	100
		M18SmokeGrenade_Red,	1,		300,	100
		M18SmokeGrenade_Green,	1,		300,	100
		M18SmokeGrenade_Yellow,	1,		300,	100
		M18SmokeGrenade_Purple,	1,		300,	100
		M18SmokeGrenade_White,	1,		300,	100
		RDG2SmokeGrenade_Black,	1,		300,	100
		RDG2SmokeGrenade_White,	1,		300,	100
		FlashGrenade,			1,		300,	100
		
	<Category> ToxicZoneNBC
		ToxicM18SmokeGrenade_Green,	*,		2500,		500
		ToxicM18SmokeGrenade_Red,	*,		2500,		500
		ToxicM18SmokeGrenade_Green,	*,		2500,		500
		ToxicM18SmokeGrenade_Purple,	*,		2500,		500
		ToxicM18SmokeGrenade_Yellow,	*,		2500,		500
		ToxicM18SmokeGrenade_White,	*,		2500,		500
		
	<Catergory> Mass Items
	
	    MassSVT40,						*,		2000,	300	
		MassSVT40_Black,				*,		2000,	300	
		MassSVT40_Green,				*,		2000,	300	
		MassSVT40_Camo,					*,		2000,	300	
		MassPPSH41,						*,		2000,	300	
		MassPPSH41_Black,				*,		2000,	300	
		MassPPSH41_Green,				*,		2000,	300	
		MassPPSH41_Camo,				*,		2000,	300	
		MassPpskn,						*,		2000,	300	
	    MassAR15,						*,		2000,	350
		Mass9x39Palm,					*,		1000,	100
		Massmini14,						*,	2000,  300
		
// Trader 3		
<Trader> Weapon Supplies
	<Category> Ammunition
		Ammo_380,				1,		1,		-1
		Ammo_9x19,				1,		1,		-1
		Ammo_22,				1,		1,		-1
		Ammo_45ACP,				1,		1,		-1
		Ammo_12gaPellets,		1,		3,		1
		Ammo_12gaSlug,			1,		4,		2
		Ammo_9x39,				1,		4,		2
		Ammo_9x39AP,			1,		5,		3
		Ammo_308Win,			1,		5,		3
		Ammo_545x39,			1,		5,		3
		Ammo_556x45,			1,		5,		3
		Ammo_762x39,			1,		5,		3
		Ammo_762x54,			1,		10,		6		
		Ammo_556x45Tracer,		1,		10,		5
		Ammo_545x39Tracer,		1,		10,		5
		Ammo_308WinTracer,		1,		10,		5
		Ammo_762x39Tracer,		1,		10,		5
		Ammo_762x54Tracer,		1,		20,		12		
		// When changing Prices here keep in Mind that Players
		// can just unpack the Ammoboxes and sell the Ammo seperatly!
		// Originally the Ammoboxes buying Price is 20% less than
		// buying single Ammo. The Selling Price is the same as
		// selling the Ammo seperately.
		AmmoBox_380_35rnd,		*,		28,		-1
		AmmoBox_9x19_25rnd,		*,		20,		-1
		AmmoBox_45ACP_25rnd,	*,		20,		-1
		AmmoBox_22_50Rnd,		*,		60,		20
		AmmoBox_00buck_10rnd,	*,		24,		10
		AmmoBox_12gaSlug_10Rnd,	*,		32,		20
		AmmoBox_9x39_20Rnd,		*,		32,		20
		AmmoBox_9x39AP_20Rnd,	*,		80,		60
		AmmoBox_308Win_20Rnd,	*,		80,		60
		AmmoBox_545x39_20Rnd,	*,		80,		60
		AmmoBox_556x45_20Rnd,	*,		80,		60
		AmmoBox_762x39_20Rnd,	*,		80,		60
		AmmoBox_762x54_20Rnd,	*,		200,	120		
		AmmoBox_308WinTracer_20Rnd,		*,		160,	80
		AmmoBox_545x39Tracer_20Rnd,		*,		160, 	80
		AmmoBox_556x45Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x39Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x54Tracer_20Rnd,		*,		400,	200
		Ammo_12GaBB,					*,		20,	5	
		AmmoBox_12gaBB,					*,		100,	20
		
	<Category> Magazines
		Mag_IJ70_8Rnd,			M,		30,		15
		Mag_CZ75_15Rnd,			M,		40,		20
		Mag_Glock_15Rnd,		M,		40,		20
		Mag_MKII_10Rnd,			M,		40,		20
		Mag_1911_7Rnd,			M,		40,		20
		Mag_FNX45_15Rnd,		M,		40,		20
		Mag_CZ527_5rnd,			M,		60,		30
		Mag_CZ61_20Rnd,			M,		100,	50
		Mag_UMP_25Rnd,			M,		150,	75
		Mag_MP5_30Rnd,			M,		200,	100
		Mag_FAL_20Rnd,			M,		100,	50
		Mag_Saiga_5Rnd,			M,		100,	50
		Mag_Saiga_8Rnd,			M,		220,	60
		Mag_Saiga_Drum20Rnd,	M,		480,	110
		Mag_AKM_30Rnd,			M,		220,	110
		Mag_AKM_Palm30Rnd,		M,		220,	110
		Mag_AKM_Drum75Rnd,		M,		480,	220
		Mag_AK101_30Rnd,		M,		220,	110
		Mag_AK74_30Rnd,			M,		220,	110
		Mag_STANAG_30Rnd,		M,		220,	110
		Mag_STANAGCoupled_30Rnd,M,		480,	220
		Mag_CMAG_10Rnd,			M,		120,	60
		Mag_CMAG_20Rnd,			M,		180,	80
		Mag_CMAG_30Rnd,			M,		220,	110
		Mag_CMAG_40Rnd,			M,		300,	150
		Mag_VSS_10Rnd,			M,		220,	110
		Mag_SVD_10Rnd,			M,		250,	125
		Mag_308WinSnaploader_2Rnd,		M,		250,	125
		
	<Category> Handguards
		MP5_PlasticHndgrd,		*,		100,	50
		MP5_RailHndgrd,			*,		150,	75
		AK74_Hndgrd,			*,		150,	75
		AK_WoodHndgrd,			*,		200,	100
		AK_RailHndgrd,			*,		200,	100
		AK_PlasticHndgrd,		*,		200,	100
		M4_PlasticHndgrd,		*,		150,	75
		M4_RISHndgrd,			*,		200,	100
		M4_MPHndgrd,			*,		200,	100

	<Category> Buttstocks
		MP5k_StockBttstck,		*,		100,	50
		Fal_OeBttstck,			*,		100,	50
		Fal_FoldingBttstck,		*,		150,	75
		Saiga_Bttstck,			*,		150,	75
		AKS74U_Bttstck,			*,		150,	75
		AK74_WoodBttstck,		*,		150,	75
		AK_PlasticBttstck,		*,		100,	50
		AK_WoodBttstck,			*,		150,	75
		AK_FoldingBttstck,		*,		250,	125
		M4_OEBttstck,			*,		150,	75
		M4_CQBBttstck,			*,		150,	75
		M4_MPBttstck,			*,		150,	75
	
	<Category> Optics
		M4_CarryHandleOptic,	*,		150,	60
		BUISOptic,				*,		150,	60
		FNP45_MRDSOptic,		*,		250,	100
		ACOGOptic,				*,		300,	120
		M68Optic,				*,		500,	200
		M4_T3NRDSOptic,			*,		500,	200
		KobraOptic,				*,		600,	250
		KashtanOptic,			*,		700,	300
		PUScopeOptic,			*,		900,	500
		HuntingOptic,			*,		1000,	550
		PSO1Optic,				*,		1100,	600	
		PSO11Optic,				*,		1400,	700
		KazuarOptic,			*,		2200,	750
	    MosinLRS,               *,		2200,	750
		ExpansionDeltapointOptic, *,		1400,	700
        ExpansionEXPS3HoloOptic,  *,		1400,	700
        ExpansionHAMROptic,       *,		1500,	700
        Expansion_PMII250Optic,   *,		1400,	700
        Expansion_PMII250Optic,   *,		1400,	700
        ExpansionReflexMRSOptic,  *,		1000,	500
        Expansion_M1A_RailAtt,    *,		1000,	500
		 
	<Category> Supressors
		PistolSuppressor,		*,		150,	75
		AK_Suppressor,			*,		250,	125
		M4_Suppressor,			*,		250,	125
		
	<Category> Compensators
		Mosin_Compensator,		*,		150,	75
		MP5_Compensator,		*,		200,	100

	<Category> Bayonets
		Mosin_Bayonet,			*,		100,	60
		M9A1_Bayonet,			*,		150,	75
		AK_Bayonet,				*,		150,	75
		SKS_Bayonet,			*,		100,	60
		
	<Category> Flashlights
		Universallight,			*,		120,	60

	<Category> SQUAD MSF-C Weapon Attachments
        MSFC_DHG_Suppressor,	*,		500,		250
        MSFC_PBS4_Suppressor,	*,		500,		250
        MSFC_SWR_PistolSuppressor,	*,		500,		250
        MSFC_OSV_Optic,	*,		2000,		500
     
        MSFC_AK_Zenitco_Handguard,	*,		500,		250
        MSFC_AK_Tactical_Buttstck,	*,		500,		250
		MSFC_AK_PlasticButtstock_WHITE,	*,		500,		250
		MSFC_AK_PlasticButtstock_ATACS_AU,	*,		500,		250
		MSFC_AK_PlasticButtstock_ATACS_FG,	*,		500,		250
		MSFC_AK_PlasticButtstock_BLUE,	*,		500,		250
		MSFC_AK_PlasticButtstock_EMR,	*,		500,		250
		MSFC_AK_PlasticButtstock_Flecktarn,	*,		500,		250
		MSFC_AK_PlasticButtstock_HEX,	*,		500,		250
		MSFC_AK_PlasticButtstock_MARPAT_WD,	*,		500,		250
		MSFC_AK_PlasticButtstock_MULTICAM,	*,		500,		250
		MSFC_AK_PlasticButtstock_MULTICAM_BLACK,	*,		500,		250
		MSFC_AK_PlasticButtstock_MULTICAM_TROPIC,	*,		500,		250
		MSFC_AK_PlasticButtstock_SNAKE,	*,		500,		250
		MSFC_AK_PlasticButtstock_SNAKE_GREEN,	*,		500,		250
		MSFC_AK_PlasticButtstock_SURPAT,	*,		500,		250
		MSFC_AK_PlasticButtstock_VIPER_WESTERN,	*,		500,		250
		MSFC_AK_PlasticButtstock_Woodland,	*,		500,		250
		MSFC_AK_PlasticButtstock_SURPAT_TAN,	*,		500,		250
		MSFC_AK_PlasticButtstock_ORANGE,	*,		500,		250
		MSFC_AK_PlasticButtstock_RED,	*,		500,		250
		MSFC_AK_PlasticButtstock_DARK,	*,		500,		250
		MSFC_AK_PlasticButtstock_MATRIX,	*,		500,		250
		MSFC_AK_PlasticButtstock_REDBLACKWHITE,	*,		500,		250
		MSFC_AK_PlasticButtstock_Honeycomb,	*,		500,		250
		MSFC_AK_PlasticButtstock_STAR,	*,		500,		250
		MSFC_AK_PlasticHndgrd_WHITE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_ATACS_AU,	*,		500,		250
		MSFC_AK_PlasticHndgrd_ATACS_FG,	*,		500,		250
		MSFC_AK_PlasticHndgrd_BLUE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_EMR,	*,		500,		250
		MSFC_AK_PlasticHndgrd_Flecktarn,	*,		500,		250
		MSFC_AK_PlasticHndgrd_HEX,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MARPAT_WD,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MULTICAM,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MULTICAM_BLACK,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MULTICAM_TROPIC,	*,		500,		250
		MSFC_AK_PlasticHndgrd_SNAKE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_SNAKE_GREEN,	*,		500,		250
		MSFC_AK_PlasticHndgrd_SURPAT,	*,		500,		250
		MSFC_AK_PlasticHndgrd_VIPER_WESTERN,	*,		500,		250
		MSFC_AK_PlasticHndgrd_Woodland,	*,		500,		250
		MSFC_AK_PlasticHndgrd_SURPAT_TAN,	*,		500,		250
		MSFC_AK_PlasticHndgrd_ORANGE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_RED,	*,		500,		250
		MSFC_AK_PlasticHndgrd_DARK,	*,		500,		250
		MSFC_AK_PlasticHndgrd_MATRIX,	*,		500,		250
		MSFC_AK_PlasticHndgrd_REDBLACKWHITE,	*,		500,		250
		MSFC_AK_PlasticHndgrd_Honeycomb,	*,		500,		250
		MSFC_AK_PlasticHndgrd_STAR,	*,		500,		250
		MSFC_AK_RailHndgrd_WHITE,	*,		500,		250
		MSFC_AK_RailHndgrd_ATACS_AU,	*,		500,		250
		MSFC_AK_RailHndgrd_ATACS_FG,	*,		500,		250
		MSFC_AK_RailHndgrd_BLUE,	*,		500,		250
		MSFC_AK_RailHndgrd_EMR,	*,		500,		250
		MSFC_AK_RailHndgrd_Flecktarn,	*,		500,		250
		MSFC_AK_RailHndgrd_HEX,	*,		500,		250
		MSFC_AK_RailHndgrd_MARPAT_WD,	*,		500,		250
		MSFC_AK_RailHndgrd_MULTICAM,	*,		500,		250
		MSFC_AK_RailHndgrd_MULTICAM_BLACK,	*,		500,		250
		MSFC_AK_RailHndgrd_MULTICAM_TROPIC,	*,		500,		250
		MSFC_AK_RailHndgrd_SNAKE,	*,		500,		250
		MSFC_AK_RailHndgrd_SNAKE_GREEN,	*,		500,		250
		MSFC_AK_RailHndgrd_SURPAT,	*,		500,		250
		MSFC_AK_RailHndgrd_VIPER_WESTERN,	*,		500,		250
		MSFC_AK_RailHndgrd_Woodland,	*,		500,		250
		MSFC_AK_RailHndgrd_SURPAT_TAN,	*,		500,		250
		MSFC_AK_RailHndgrd_ORANGE,	*,		500,		250
		MSFC_AK_RailHndgrd_RED,	*,		500,		250
		MSFC_AK_RailHndgrd_DARK,	*,		500,		250
		MSFC_AK_RailHndgrd_MATRIX,	*,		500,		250
		MSFC_AK_RailHndgrd_REDBLACKWHITE,	*,		500,		250
		MSFC_AK_RailHndgrd_Honeycomb,	*,		500,		250
		MSFC_AK_RailHndgrd_STAR,	*,		500,		250
		MSFC_M4_OEBttstck_WHITE,	*,		500,		250
		MSFC_M4_OEBttstck_ATACS_AU,	*,		500,		250
		MSFC_M4_OEBttstck_ATACS_FG,	*,		500,		250
		MSFC_M4_OEBttstck_BLUE,	*,		500,		250
		MSFC_M4_OEBttstck_EMR,	*,		500,		250
		MSFC_M4_OEBttstck_Flecktarn,	*,		500,		250
		MSFC_M4_OEBttstck_HEX,	*,		500,		250
		MSFC_M4_OEBttstck_MARPAT_WD,	*,		500,		250
		MSFC_M4_OEBttstck_MULTICAM,	*,		500,		250
		MSFC_M4_OEBttstck_MULTICAM_BLACK,	*,		500,		250
		MSFC_M4_OEBttstck_MULTICAM_TROPIC,	*,		500,		250
		MSFC_M4_OEBttstck_SNAKE,	*,		500,		250
		MSFC_M4_OEBttstck_SNAKE_GREEN,	*,		500,		250
		MSFC_M4_OEBttstck_SURPAT,	*,		500,		250
		MSFC_M4_OEBttstck_VIPER_WESTERN,	*,		500,		250
		MSFC_M4_OEBttstck_Woodland,	*,		500,		250
		MSFC_M4_OEBttstck_SURPAT_TAN,	*,		500,		250
		MSFC_M4_OEBttstck_ORANGE,	*,		500,		250
		MSFC_M4_OEBttstck_RED,	*,		500,		250
		MSFC_M4_OEBttstck_DARK,	*,		500,		250
		MSFC_M4_OEBttstck_MATRIX,	*,		500,		250
		MSFC_M4_OEBttstck_REDBLACKWHITE,	*,		500,		250
		MSFC_M4_OEBttstck_Honeycomb,	*,		500,		250
		MSFC_M4_OEBttstck_STAR,	*,		500,		250
		MSFC_M4_RISHndgrd_WHITE,	*,		500,		250
		MSFC_M4_RISHndgrd_ATACS_AU,	*,		500,		250
		MSFC_M4_RISHndgrd_ATACS_FG,	*,		500,		250
		MSFC_M4_RISHndgrd_BLUE,	*,		500,		250
		MSFC_M4_RISHndgrd_EMR,	*,		500,		250
		MSFC_M4_RISHndgrd_Flecktarn,	*,		500,		250
		MSFC_M4_RISHndgrd_HEX,	*,		500,		250
		MSFC_M4_RISHndgrd_MARPAT_WD,	*,		500,		250
		MSFC_M4_RISHndgrd_MULTICAM,	*,		500,		250
		MSFC_M4_RISHndgrd_MULTICAM_BLACK,	*,		500,		250
		MSFC_M4_RISHndgrd_MULTICAM_TROPIC,	*,		500,		250
		MSFC_M4_RISHndgrd_SNAKE,	*,		500,		250
		MSFC_M4_RISHndgrd_SNAKE_GREEN,	*,		500,		250
		MSFC_M4_RISHndgrd_SURPAT,	*,		500,		250
		MSFC_M4_RISHndgrd_VIPER_WESTERN,	*,		500,		250
		MSFC_M4_RISHndgrd_Woodland,	*,		500,		250
		MSFC_M4_RISHndgrd_SURPAT_TAN,	*,		500,		250
		MSFC_M4_RISHndgrd_ORANGE,	*,		500,		250
